"Participant","RT","ISI","Response_Type","Trial_Score","Total_Score","Threshold","Valid_Trial","Valid_Trial_Count","Stimulus_Size","Stimulus_X","Stimulus_Y","Stimulus_Orientation"
"S129",0.457941077041626,1.74235892295837,"slow",0,908,0.353825839559936,TRUE,44,0.429501742124557,711.108093261719,-85.9230575561523,0.999657332897186
"S129",0.422035932540894,3.57796406745911,"slow",0,908,0.357805561801147,TRUE,45,0.556089401245117,596.792907714844,64.737060546875,0.887011110782623
"S129",0.339013053567505,3.7602870464325,"fast",167,1075,0.361785284042358,TRUE,46,0.505831122398376,-357.724304199219,73.6228485107422,-0.104527920484543
"S129",0.446606710488891,1.58659338951111,"slow",0,1075,0.357805561801147,TRUE,47,0.687750041484833,-573.256713867188,-274.453430175781,-0.994521856307983
"S129",0.446381860406494,2.51941823959351,"slow",0,1075,0.361785284042358,TRUE,48,0.35731714963913,-463.527496337891,-133.278823852539,0.993571817874908
"S129",0.372774924087524,2.69352507591248,"slow",0,1075,0.362651325702667,TRUE,49,0.519600212574005,-399.187377929688,126.814498901367,0.999390840530396
"S129",0.732526466696167,1.86717343330383,"missed",0,1075,0.363517367362976,FALSE,49,0.407382279634476,-607.035461425781,-31.6239318847656,-0.98768824338913
"S129",0.467506092779541,2.24859380722046,"slow",0,1075,0.368046860790253,TRUE,50,0.63081818819046,501.986145019531,-223.42253112793,0.996876120567322
"S129",0.377855569512939,2.48894453048706,"slow",0,1075,0.372576354217529,TRUE,51,0.525470376014709,683.643188476562,-363.212493896484,0.834175109863281
"S129",0.340417994308472,3.27588200569153,"fast",168,1243,0.372675639152527,TRUE,52,0.325517356395721,-655.546875,-434.726440429688,-0.628912806510925
"S129",0.459663763999939,1.60633623600006,"slow",0,1243,0.372576354217529,TRUE,53,0.685186207294464,-425.082275390625,-116.078140258789,-0.675976693630219
"S129",0.419854993438721,2.37974500656128,"slow",0,1243,0.372675639152527,TRUE,54,0.532194375991821,495.330535888672,79.0364837646484,0.36601334810257
"S129",0.432253141403198,2.6502468585968,"slow",0,1243,0.372774924087524,TRUE,55,0.317603826522827,-558.591186523438,218.723907470703,0.970168769359589
"S129",0.424115800857544,2.22588419914246,"slow",0,1243,0.374833389663696,TRUE,56,0.49635910987854,701.45068359375,-99.6806411743164,0.999966382980347
"S129",0.300867660522461,3.58213233947754,"fast",175,1418,0.376891855239868,TRUE,57,0.660742282867432,555.340454101562,-104.963073730469,0.743495643138885
"S129",0.300265584619141,3.33303451538086,"fast",174,1592,0.374833389663696,TRUE,58,0.374082535505295,-749.642639160156,-153.488372802734,-0.999071002006531
"S129",0.34565393447876,2.63684606552124,"fast",167,1759,0.372774924087524,TRUE,59,0.317762911319733,374.102172851562,-279.470520019531,-0.485268235206604
"S129",0.266763717706298,3.4829363822937,"fast",180,1939,0.372675639152527,TRUE,60,0.601077258586884,639.473693847656,-96.5252532958984,0.814419984817505
"S129",0.343853790338135,3.95584630966187,"fast",167,2106,0.372576354217529,TRUE,61,0.500420987606049,-579.422729492188,80.8281860351562,-0.891244530677795
"S129",0.470717903518677,1.64568209648132,"slow",0,2106,0.368046860790253,TRUE,62,0.621713399887085,610.279052734375,-26.5438919067383,0.104006834328175
"S129",0.308775102233886,2.75782489776611,"fast",173,2279,0.372576354217529,TRUE,63,0.590615510940552,408.655944824219,-176.789672851562,0.988938212394714
